"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
24385,1616849151.03089,1616831018.65354,1982,FALSE,1,"15195","AUS","Cradle Cirque - Bluff Cirque","AUS",TRUE,"12514;12515;12518;12519;12523;12524;14426;15195;19689",TRUE,"",0.999988785362359
