"SitRecID","kba","ovl","year","random","nPAs","percPA","ISO","COUNTRY"
302,67977574.2449017,67204327.2507133,1977,FALSE,1,0.988624969296453,"LVA","Latvia"
303,262738072.287089,54957442.3834646,1977,FALSE,1,0.209171978408266,"LVA","Latvia"
303,262738072.287089,195820367.770658,1982,FALSE,1,0.745306403697323,"LVA","Latvia"
303,262738072.287089,336816.212121895,1995,FALSE,1,0.00128194672812344,"LVA","Latvia"
303,262738072.287089,8439067.63516927,1999,FALSE,1,0.0321196983813904,"LVA","Latvia"
304,147379810.675956,136051277.190558,2002,FALSE,1,0.923133749233092,"LVA","Latvia"
304,147379810.675956,10525248.901604,2009,FALSE,3,0.0714158123377283,"LVA","Latvia"
305,30550484.8862445,29743240.8231209,1957,FALSE,1,0.973576718466847,"LVA","Latvia"
305,30550484.8862445,0.517042103830901,2004,FALSE,2,1.69241864983852e-08,"LVA","Latvia"
307,127376778.792163,124768585.172693,1957,FALSE,1,0.979523790409819,"LVA","Latvia"
307,127376778.792163,1917649.70347393,1995,FALSE,1,0.0150549395396699,"LVA","Latvia"
308,173369421.654397,158946934.208201,1921,FALSE,1,0.916810661830855,"LVA","Latvia"
308,173369421.654397,0.00190752744674683,1957,FALSE,3,1.10026752615544e-11,"LVA","Latvia"
308,173369421.654397,10701865.4614899,1977,FALSE,1,0.0617286794831874,"LVA","Latvia"
308,173369421.654397,NA,1987,FALSE,1,NA,"LVA","Latvia"
308,173369421.654397,140939.096319832,1999,FALSE,1,0.000812940915271589,"LVA","Latvia"
308,173369421.654397,19850.4798551524,2004,FALSE,6,0.000114498160435254,"LVA","Latvia"
308,173369421.654397,917254.658275664,2008,FALSE,1,0.00529075225332505,"LVA","Latvia"
310,48187846.7660313,45704948.9662611,1977,FALSE,1,0.948474605810351,"LVA","Latvia"
310,48187846.7660313,3728.02663129061,2004,FALSE,2,7.73644576689943e-05,"LVA","Latvia"
312,104178064.494847,286055.339776635,1962,FALSE,1,0.00274583081538037,"LVA","Latvia"
312,104178064.494847,103102565.419141,1977,FALSE,1,0.989676338479492,"LVA","Latvia"
314,18076307.9372015,17870447.5999204,1977,FALSE,1,0.988611593805756,"LVA","Latvia"
317,5961355.49758315,5841767.74846441,2004,FALSE,3,0.979939503831431,"LVA","Latvia"
318,213436314.70505,205288649.474157,2002,FALSE,1,0.961826246662136,"LVA","Latvia"
318,213436314.70505,988896.983635575,2009,FALSE,3,0.00463321803977988,"LVA","Latvia"
319,50018472.4901422,49286200.4629063,2004,FALSE,3,0.985359968212141,"LVA","Latvia"
320,40107099.9709822,38881839.1730404,1977,FALSE,1,0.969450276912858,"LVA","Latvia"
320,40107099.9709822,1178536.44809502,1997,FALSE,1,0.02938473359948,"LVA","Latvia"
321,100625303.399709,40902.0254427642,1921,FALSE,1,0.000406478530358223,"LVA","Latvia"
321,100625303.399709,94512114.1845507,1999,FALSE,1,0.939247992218464,"LVA","Latvia"
